element,name,pos,round,total_points,roll_clean_sheets_p90,roll_yellow_cards_p90,roll_bps_p90,roll_creativity_p90,roll_threat_p90,roll_defensive_contribution_p90,roll_expected_goals_p90,roll_expected_assists_p90,roll_expected_goals_conceded_p90,roll_goal_overperf_p90,roll_assist_overperf_p90,roll_goal_conceded_overperf_p90,roll_minutes,roll_value,roll_transfers_balance,roll_selected,was_home,opponent_team
337,Raúl,FWD,19,2,0.36,0.36,15.33,11.71,24.59,5.17,0.44,0.02,1.45,-0.09,0.16,0.16,84.17,62.5,32390.33,223607.67,False,8
337,Raúl,FWD,20,5,0.36,0.18,14.44,15.43,29.41,4.28,0.51,0.03,1.58,-0.16,0.15,0.02,84.17,62.67,30319.17,252397.67,True,12
337,Raúl,FWD,21,5,0.35,0.17,15.7,16.87,29.83,4.36,0.5,0.02,1.34,-0.15,0.32,-0.47,86.0,62.67,24223.0,277280.0,True,7
337,Raúl,FWD,22,2,0.35,0.35,18.84,18.99,34.01,4.71,0.54,0.05,1.47,-0.02,0.12,-0.78,86.0,62.67,22528.5,300605.83,False,11
337,Raúl,FWD,23,2,0.51,0.34,19.03,16.92,35.31,4.97,0.55,0.05,1.3,-0.03,0.12,-0.78,87.5,62.5,-14042.83,283826.17,True,6
337,Raúl,FWD,24,6,0.34,0.17,17.12,21.75,36.78,5.25,0.4,0.05,1.45,-0.06,0.12,-0.77,88.5,62.33,-11587.0,274069.5,False,14
337,Raúl,FWD,25,5,0.17,0.17,13.9,17.83,30.85,5.42,0.43,0.05,1.6,-0.09,0.12,-0.41,88.5,62.17,-12886.17,263916.67,True,9
337,Raúl,FWD,26,1,0.35,0.17,16.25,17.23,31.46,6.29,0.48,0.04,1.65,-0.13,0.31,-0.6,85.83,62.0,-9810.5,258038.17,False,13
337,Raúl,FWD,27,11,0.37,0.18,14.69,16.09,35.27,6.24,0.57,0.04,1.8,-0.2,0.14,-0.33,81.67,62.0,-6561.5,252542.33,False,17
337,Raúl,FWD,28,2,0.58,0.19,18.62,13.29,39.96,6.01,0.74,0.03,1.54,-0.15,0.16,-0.19,77.33,61.83,-6168.0,247684.33,True,18
337,Raúl,FWD,29,1,0.4,0.2,20.04,16.24,41.29,6.21,0.83,0.03,1.52,-0.23,0.17,0.09,74.83,61.67,7039.67,256468.5,True,19
337,Raúl,FWD,30,2,0.43,0.22,21.32,10.66,35.53,6.03,0.83,0.04,1.49,-0.18,0.18,0.02,69.67,61.5,16885.67,275363.33,False,16
337,Raúl,FWD,31,5,0.69,0.23,19.67,11.2,27.99,5.78,0.63,0.04,1.27,-0.17,0.19,-0.34,64.83,61.5,20204.17,296868.0,True,3
337,Raúl,FWD,32,1,0.56,0.28,24.24,9.28,33.16,6.13,0.85,0.05,1.11,-0.01,-0.05,0.0,53.83,61.5,27301.5,337441.83,False,12
337,Raúl,FWD,33,1,0.66,0.33,28.25,14.58,34.16,6.24,0.87,0.06,0.9,0.12,-0.06,-0.57,45.67,61.5,17573.83,356241.83,False,5
338,Muniz,FWD,4,2,0.0,0.59,12.43,12.2,36.12,4.14,0.33,0.0,2.45,0.26,0.0,-0.68,50.67,55.0,4094.67,236403.67,True,11
338,Muniz,FWD,5,5,0.38,0.38,9.57,8.0,31.4,4.21,0.28,0.0,1.89,0.1,-0.0,-0.74,58.75,55.0,6396.25,248502.75,True,5
338,Muniz,FWD,10,1,0.29,0.29,10.89,11.95,29.52,4.87,0.25,0.0,1.56,0.04,0.28,-0.42,62.8,55.0,6319.0,257420.8,True,20
338,Muniz,FWD,11,1,0.27,0.27,11.39,11.3,28.46,5.15,0.24,0.0,1.5,0.03,0.27,-0.41,55.33,54.83,2925.17,235679.83,False,9
338,Muniz,FWD,25,1,0.28,0.0,6.11,11.67,24.72,5.28,0.22,0.0,1.45,-0.22,0.28,-0.34,54.0,54.67,2719.5,226010.0,True,9
338,Muniz,FWD,34,1,0.3,0.0,7.48,10.91,23.92,5.68,0.32,0.03,1.26,-0.32,-0.03,-0.06,50.17,53.0,287.0,92703.5,True,2
338,Muniz,FWD,35,1,0.29,0.0,6.72,10.46,20.45,5.84,0.31,0.03,1.27,-0.31,-0.03,-0.11,51.33,53.0,631.67,93867.0,False,1
338,Muniz,FWD,36,1,0.31,0.0,7.93,10.86,18.61,6.41,0.31,0.03,1.38,-0.31,-0.03,-0.47,49.17,53.0,392.5,94331.0,True,4
338,Muniz,FWD,37,2,0.25,0.25,4.29,8.6,17.65,5.04,0.42,0.02,1.2,-0.42,-0.02,-0.19,59.5,53.0,328.67,94723.67,False,20
338,Muniz,FWD,38,2,0.26,0.26,5.0,6.63,17.11,3.68,0.33,0.02,1.14,-0.33,-0.02,-0.09,57.0,53.0,428.67,95176.83,True,15
362,Piroe,FWD,8,1,0.62,0.0,6.83,6.64,39.1,3.72,0.2,0.03,1.34,-0.2,-0.03,1.14,48.33,54.0,-8895.67,153490.33,False,3
365,Nmecha,FWD,14,2,0.0,0.0,28.37,5.28,52.5,2.61,0.98,0.09,1.97,-0.0,-0.09,0.64,46.0,50.0,-1915.5,83807.33,True,7
365,Nmecha,FWD,18,1,0.0,0.0,25.75,5.15,43.02,3.4,0.77,0.07,1.9,0.08,-0.07,0.37,53.0,50.0,565.0,85723.67,False,17
365,Nmecha,FWD,19,2,0.0,0.0,24.4,4.93,41.2,3.52,0.73,0.07,1.83,0.08,-0.07,0.07,55.33,50.0,348.67,82409.0,False,12
365,Nmecha,FWD,20,1,0.24,0.0,22.98,4.95,32.31,3.11,0.62,0.06,1.94,0.1,-0.06,-0.51,62.67,50.0,1170.5,80101.33,True,14
365,Nmecha,FWD,21,1,0.28,0.0,20.09,8.75,33.4,3.11,0.64,0.08,1.82,-0.07,-0.08,-0.69,53.0,50.0,2178.0,78672.67,False,15
430,Haaland,FWD,4,13,0.36,0.0,30.0,5.68,65.0,2.5,1.38,0.11,1.34,-0.31,-0.11,0.09,84.0,140.33,191889.67,3102769.0,True,14
430,Haaland,FWD,5,9,0.53,0.0,39.14,7.67,67.1,3.99,1.51,0.08,1.38,-0.18,-0.08,-0.31,84.5,140.5,196333.75,3309933.0,False,1
430,Haaland,FWD,6,16,0.65,0.0,39.01,6.73,62.32,4.36,1.35,0.07,1.3,-0.04,-0.07,-0.42,82.6,140.8,238160.6,3531750.2,True,3
430,Haaland,FWD,7,8,0.54,0.0,44.19,9.25,65.13,4.29,1.32,0.1,1.14,0.12,0.08,-0.24,83.83,141.17,434312.17,3941696.5,False,5
430,Haaland,FWD,8,13,0.52,0.0,40.42,9.47,54.59,4.15,0.98,0.1,1.18,0.23,0.07,-0.32,86.83,141.83,606306.33,4737783.67,True,9
430,Haaland,FWD,9,2,0.69,0.0,50.1,7.17,66.68,4.15,1.06,0.05,1.13,0.49,0.12,-0.61,86.83,142.83,658139.0,5496109.0,False,2
430,Haaland,FWD,10,13,0.69,0.0,46.64,7.55,59.25,4.49,0.86,0.05,0.87,0.52,0.12,-0.53,86.83,143.83,706668.67,6259512.0,True,4
430,Haaland,FWD,11,4,0.52,0.0,46.92,6.03,61.92,3.31,0.79,0.05,0.76,0.61,0.12,-0.23,86.0,145.0,705527.83,7031885.33,True,12
430,Haaland,FWD,12,2,0.51,0.0,44.92,5.78,61.53,2.71,0.82,0.06,0.73,0.53,0.11,-0.22,88.5,146.0,658044.33,7748580.5,False,15
430,Haaland,FWD,13,2,0.51,0.0,33.73,2.47,57.12,2.54,0.88,0.02,1.04,0.13,-0.02,-0.36,88.5,147.0,441398.17,8230520.83,True,11
430,Haaland,FWD,14,14,0.34,0.0,29.15,3.69,58.47,3.05,0.86,0.02,1.16,-0.01,-0.02,-0.14,88.5,147.83,290951.83,8565248.83,False,10
430,Haaland,FWD,15,2,0.17,0.0,27.46,8.0,51.53,2.71,0.85,0.07,1.17,-0.17,0.27,0.52,88.5,148.33,172029.0,8769608.83,True,17
430,Haaland,FWD,16,13,0.35,0.0,27.94,8.03,45.97,2.83,0.92,0.07,1.2,-0.21,0.28,0.39,84.83,148.83,108335.67,8911260.5,False,8
430,Haaland,FWD,17,16,0.52,0.0,25.89,7.31,37.18,4.0,0.84,0.07,1.38,-0.14,0.28,0.01,86.33,149.17,80445.33,9020064.67,True,19
430,Haaland,FWD,18,2,0.52,0.0,32.49,8.91,41.7,3.65,0.87,0.07,1.43,0.0,0.45,-0.04,86.33,149.5,74558.0,9126816.5,False,16
430,Haaland,FWD,19,2,0.52,0.0,33.01,10.53,35.27,3.65,0.63,0.09,1.13,0.24,0.43,0.08,86.33,149.83,65340.5,9219526.67,False,17
430,Haaland,FWD,20,2,0.69,0.0,31.97,10.65,34.92,3.47,0.67,0.09,1.01,0.2,0.43,-0.14,86.33,150.17,44094.0,9282276.83,True,7
430,Haaland,FWD,21,6,0.69,0.0,24.5,6.34,31.27,3.82,0.58,0.04,1.15,0.12,0.13,-0.8,86.33,150.5,43988.33,9349489.0,True,6
430,Haaland,FWD,22,2,0.5,0.0,25.67,7.95,39.33,3.67,0.74,0.04,1.18,0.09,0.13,-0.68,90.0,150.67,30621.5,9401137.83,False,14
430,Haaland,FWD,23,1,0.34,0.0,18.37,8.3,36.07,2.55,0.61,0.04,1.25,-0.1,0.13,-0.4,88.17,150.83,26189.5,9450585.83,True,20
430,Haaland,FWD,24,5,0.2,0.0,8.88,7.5,28.42,2.96,0.51,0.03,1.34,-0.31,-0.03,-0.35,76.0,151.0,5358.17,9472371.67,False,18
430,Haaland,FWD,25,11,0.2,0.0,11.25,13.5,28.82,2.76,0.53,0.03,1.44,-0.33,0.17,-0.25,76.0,150.83,-48057.33,9435830.0,False,12
430,Haaland,FWD,26,5,0.0,0.2,17.57,18.24,35.53,2.17,0.73,0.08,1.52,-0.34,0.31,-0.13,76.0,150.5,-94923.0,9349502.5,True,10
430,Haaland,FWD,27,6,0.0,0.22,23.87,19.82,36.79,1.75,0.75,0.09,1.44,-0.09,0.35,-0.12,68.5,150.17,-109870.5,9251150.5,True,15
430,Haaland,FWD,29,2,0.0,0.22,24.74,21.15,30.44,1.97,0.48,0.13,1.32,-0.04,0.53,-0.01,68.5,149.67,-146046.67,9115303.5,True,16
430,Haaland,FWD,30,2,0.0,0.21,22.61,20.64,31.14,2.35,0.46,0.13,1.04,-0.03,0.51,0.24,70.33,149.0,-260703.0,8865910.67,False,19
430,Haaland,FWD,32,2,0.0,0.18,20.0,20.07,33.45,2.36,0.45,0.12,0.91,-0.08,0.42,0.36,82.5,148.17,-298048.5,8585493.33,False,7
430,Haaland,FWD,33,6,0.18,0.18,17.82,13.07,37.09,3.09,0.5,0.11,0.93,-0.14,0.25,-0.02,82.5,147.17,-198900.5,8299950.33,True,1
430,Haaland,FWD,33,7,0.18,0.18,16.0,9.2,33.09,3.64,0.4,0.06,1.0,-0.04,0.12,-0.09,82.5,146.5,-91923.5,8170043.33,False,3
430,Haaland,FWD,35,7,0.33,0.17,14.67,8.55,37.67,3.67,0.53,0.07,0.92,-0.2,0.1,-0.08,90.0,145.83,-15463.0,8050346.67,False,9
430,Haaland,FWD,36,11,0.33,0.17,16.33,5.75,36.5,3.0,0.56,0.03,1.28,-0.07,-0.03,-0.11,90.0,145.5,88686.5,7942035.67,True,5
430,Haaland,FWD,37,9,0.5,0.17,22.83,9.03,51.0,2.67,0.75,0.04,1.15,-0.09,0.12,-0.32,90.0,145.5,267539.5,8012516.83,False,4
466,Zirkzee,FWD,15,0,0.32,0.0,19.93,18.1,26.36,7.07,0.3,0.03,0.99,0.02,-0.03,0.3,46.67,58.33,3181.0,50854.0,False,20
466,Zirkzee,FWD,16,1,0.33,0.33,18.91,18.75,26.09,7.17,0.3,0.03,0.96,0.02,-0.03,0.35,46.0,58.17,5064.67,56983.83,True,4
466,Zirkzee,FWD,17,1,0.33,0.33,19.52,19.29,25.15,7.61,0.27,0.03,1.04,0.06,-0.03,-0.05,45.33,58.0,3618.5,60908.33,False,2
466,Zirkzee,FWD,18,1,0.32,0.32,19.22,19.09,25.62,7.05,0.26,0.04,0.93,0.06,-0.04,-0.29,46.83,58.0,3009.33,64498.5,True,15
499,Isak,FWD,8,2,0.0,0.0,7.54,9.75,12.57,4.53,0.31,0.01,1.3,-0.31,0.49,-0.29,59.67,105.33,97744.67,1351973.67,True,14
499,Isak,FWD,12,2,0.0,0.0,6.84,7.74,18.0,3.96,0.34,0.01,1.2,-0.34,0.35,-0.12,62.5,105.5,52818.25,1331720.5,True,16
499,Isak,FWD,13,7,0.0,0.0,5.96,9.26,15.9,3.41,0.32,0.01,1.2,-0.32,0.27,0.22,63.4,105.2,39160.2,1179444.4,False,19
499,Isak,FWD,14,2,0.23,0.0,13.36,7.76,25.55,3.75,0.44,0.02,1.03,-0.2,0.22,0.15,64.0,105.0,33451.5,1081247.17,True,17
499,Isak,FWD,15,1,0.2,0.0,11.7,7.12,23.41,3.43,0.39,0.01,0.92,-0.19,0.19,0.29,74.33,104.83,7617.83,983145.67,False,11
499,Isak,FWD,16,1,0.24,0.0,15.85,8.39,25.61,3.17,0.37,0.01,0.6,-0.13,0.23,0.86,61.5,104.67,-35552.67,835250.17,True,6
499,Isak,FWD,17,6,0.29,0.0,15.19,4.91,29.51,3.8,0.39,0.01,0.74,-0.1,-0.01,0.72,51.33,104.33,-19298.83,706320.0,False,18
500,Osula,FWD,36,2,0.0,0.0,36.39,15.08,40.28,3.89,0.6,0.12,2.03,0.51,-0.12,-0.36,54.0,54.0,7541.67,49862.67,False,16
500,Osula,FWD,37,13,0.23,0.0,23.6,15.06,37.25,3.01,0.62,0.1,1.76,0.07,-0.1,-0.37,64.83,54.0,13949.67,65277.83,True,19
500,Osula,FWD,38,2,0.2,0.0,31.76,12.96,38.24,2.16,0.7,0.11,1.45,0.28,-0.11,-0.27,76.5,54.0,17954.5,83652.83,False,10
525,Wood,FWD,4,1,0.38,0.0,24.68,6.53,34.94,1.14,0.6,0.03,1.21,0.16,-0.03,-0.45,79.0,76.0,463033.67,2255733.33,False,1
525,Wood,FWD,5,2,0.3,0.0,20.98,8.76,33.14,1.22,0.49,0.03,1.5,0.12,-0.03,-0.29,74.0,76.25,216001.0,2336396.75,False,3
525,Wood,FWD,6,2,0.24,0.0,18.49,11.26,32.35,1.95,0.49,0.03,1.37,-0.01,-0.03,-0.15,74.0,76.2,154143.2,2387521.8,True,17
525,Wood,FWD,7,2,0.2,0.0,14.9,9.47,34.71,2.16,0.55,0.02,1.28,-0.16,-0.02,-0.11,76.5,76.0,53238.83,2344043.83,False,15
525,Wood,FWD,8,1,0.2,0.0,4.46,9.18,25.34,2.23,0.38,0.02,1.23,-0.38,-0.02,-0.01,74.0,75.83,-34913.67,2400910.5,True,7
525,Wood,FWD,32,1,0.24,0.0,5.79,8.28,27.02,2.9,0.39,0.01,1.26,-0.39,-0.01,0.18,62.17,75.33,-202157.33,2235605.33,True,2
525,Wood,FWD,33,2,0.0,0.0,5.8,9.44,26.5,3.04,0.38,0.01,1.48,-0.38,-0.01,0.17,54.33,74.33,-337884.17,1780430.67,True,3
525,Wood,FWD,34,7,0.0,0.0,6.32,9.45,24.21,2.89,0.4,0.01,1.03,-0.4,-0.01,0.28,57.0,73.33,-250285.83,1449118.83,False,17
525,Wood,FWD,35,1,0.25,0.0,13.18,5.17,23.83,3.04,0.41,0.01,1.0,-0.16,-0.01,0.02,59.17,72.5,-233723.0,1117310.5,False,7
525,Wood,FWD,36,1,0.31,0.0,17.38,5.87,15.52,4.03,0.26,0.02,1.24,0.05,-0.02,0.0,48.33,71.83,-156766.67,864144.33,True,15
525,Wood,FWD,38,2,0.3,0.0,16.36,8.0,17.88,3.64,0.27,0.04,1.76,0.03,-0.04,-0.24,49.5,71.0,2686.67,601003.17,True,4
526,Igor Jesus,FWD,12,2,0.0,0.0,8.97,7.56,26.26,4.48,0.56,0.03,1.66,-0.56,0.29,0.9,46.83,58.0,3691.83,86060.83,False,12
526,Igor Jesus,FWD,13,2,0.27,0.0,8.57,5.79,23.3,4.55,0.43,0.02,1.73,-0.43,0.25,0.41,56.0,58.0,-2745.67,83996.33,True,6
526,Igor Jesus,FWD,14,9,0.23,0.0,8.67,8.41,31.88,3.75,0.42,0.02,1.32,-0.42,0.21,0.55,64.0,58.0,-8.67,85843.0,False,20
526,Igor Jesus,FWD,15,2,0.42,0.0,15.94,7.93,33.57,4.62,0.29,0.02,1.1,-0.08,0.19,-0.05,71.5,58.0,3598.33,90987.5,False,9
526,Igor Jesus,FWD,16,2,0.38,0.0,15.0,6.84,36.84,4.56,0.27,0.02,1.12,-0.08,0.17,0.02,79.0,58.0,7592.67,99927.17,True,18
526,Igor Jesus,FWD,17,2,0.56,0.0,14.22,9.02,35.93,5.61,0.26,0.07,1.05,-0.07,-0.07,-0.11,80.17,58.0,9074.83,110195.67,False,10
526,Igor Jesus,FWD,18,5,0.55,0.0,14.94,9.18,33.7,6.01,0.2,0.07,1.22,-0.02,-0.07,-0.31,82.33,58.0,9926.0,121054.67,True,13
526,Igor Jesus,FWD,19,2,0.36,0.0,16.05,11.0,31.38,5.05,0.21,0.13,1.16,-0.03,0.05,0.1,83.17,58.0,8267.67,129675.33,True,9
526,Igor Jesus,FWD,20,2,0.37,0.0,14.26,8.8,25.93,4.81,0.22,0.13,0.98,-0.03,0.06,0.32,81.0,58.0,9398.5,140410.0,False,2
526,Igor Jesus,FWD,21,2,0.19,0.0,6.97,8.81,20.15,3.95,0.18,0.12,1.12,-0.18,0.06,0.76,79.67,58.0,5520.33,146222.0,False,19
526,Igor Jesus,FWD,22,2,0.19,0.0,4.9,8.15,16.19,3.39,0.17,0.13,1.09,-0.17,0.06,0.42,79.67,58.0,2440.83,149554.67,True,1
526,Igor Jesus,FWD,23,9,0.19,0.0,3.65,5.41,14.39,2.49,0.13,0.06,1.41,-0.13,0.13,0.12,78.17,58.0,-2036.17,148158.5,False,5
526,Igor Jesus,FWD,24,2,0.39,0.0,9.87,4.84,17.61,3.1,0.11,0.06,1.46,0.08,0.13,-0.1,77.5,58.0,-6154.83,142541.33,True,8
526,Igor Jesus,FWD,25,1,0.41,0.0,7.3,3.02,18.04,3.24,0.12,0.01,1.61,0.08,-0.01,-0.39,74.0,58.0,4142.0,148870.5,False,11
526,Igor Jesus,FWD,26,1,0.41,0.0,8.67,3.45,20.02,3.1,0.1,0.01,2.0,0.11,-0.01,-0.35,72.67,58.0,2535.67,151367.67,True,20
526,Igor Jesus,FWD,27,2,0.48,0.0,12.06,3.38,29.92,3.38,0.19,0.01,2.01,0.05,-0.01,-0.8,62.17,58.0,5276.0,158201.17,True,12
526,Igor Jesus,FWD,28,5,0.75,0.0,13.29,2.33,29.33,3.76,0.2,0.01,1.98,0.05,-0.01,-0.98,59.83,58.0,1142.5,159674.17,False,6
526,Igor Jesus,FWD,29,5,0.49,0.0,17.21,7.89,30.49,4.67,0.23,0.02,1.8,0.02,0.23,-0.32,61.0,58.0,3409.0,163867.0,False,13
526,Igor Jesus,FWD,30,2,0.24,0.0,12.41,10.53,26.74,3.1,0.18,0.05,1.67,-0.18,0.42,0.24,62.83,58.0,3097.5,167568.67,True,10
526,Igor Jesus,FWD,31,8,0.49,0.0,13.62,13.23,24.81,3.89,0.16,0.05,1.47,-0.16,0.43,0.24,61.67,58.0,-2750.67,164911.83,False,18
526,Igor Jesus,FWD,32,2,0.7,0.0,20.47,12.12,30.47,4.65,0.17,0.05,1.07,0.07,0.41,-0.14,64.5,58.0,-3668.0,161655.83,True,2
526,Igor Jesus,FWD,33,7,0.59,0.0,18.16,12.71,21.71,4.54,0.13,0.06,1.07,0.06,0.33,-0.08,76.0,58.0,-3795.17,157879.67,True,3
526,Igor Jesus,FWD,34,14,0.42,0.0,26.05,14.48,26.47,5.08,0.19,0.06,1.07,0.24,0.36,-0.01,70.83,58.0,-108.17,157878.0,False,17
526,Igor Jesus,FWD,35,5,0.66,0.22,33.67,14.41,29.71,5.94,0.2,0.07,0.91,0.46,0.59,-0.25,68.17,58.0,11104.17,176116.67,False,7
526,Igor Jesus,FWD,36,1,0.72,0.24,36.62,13.14,34.95,6.46,0.4,0.04,1.01,0.55,0.44,-0.77,62.67,58.17,20876.0,197855.0,True,15
526,Igor Jesus,FWD,37,2,0.45,0.45,35.23,14.55,44.77,6.36,0.44,0.04,1.08,0.47,0.42,-0.63,66.0,58.33,26435.17,225148.83,False,14
526,Igor Jesus,FWD,38,2,0.22,0.44,27.51,15.18,33.01,6.16,0.4,0.04,1.73,0.26,0.4,-0.63,68.17,58.5,25365.0,250922.5,True,4
560,Isidor,FWD,6,2,0.38,0.0,37.15,0.88,45.19,3.83,0.39,0.0,1.25,0.76,0.0,-0.1,47.0,55.0,19551.6,64371.4,False,16
560,Isidor,FWD,7,1,0.56,0.0,28.5,1.44,38.65,3.67,0.35,0.01,1.37,0.5,-0.01,-0.53,53.17,55.0,43480.0,106891.67,False,14
560,Isidor,FWD,8,2,0.5,0.0,18.1,1.31,30.25,2.73,0.3,0.01,1.5,0.2,-0.01,-0.26,60.5,55.17,54674.0,167689.33,True,20
560,Isidor,FWD,9,7,0.66,0.0,17.08,1.42,27.15,2.85,0.27,0.01,1.25,0.17,-0.01,-0.37,68.5,55.33,59943.67,233021.5,False,7
560,Isidor,FWD,10,2,0.59,0.0,13.89,1.47,26.02,2.35,0.35,0.01,1.22,0.04,-0.01,-0.44,76.67,55.5,49811.33,287407.33,True,9
560,Isidor,FWD,11,2,0.4,0.0,15.33,1.77,29.07,2.39,0.39,0.01,1.08,0.01,-0.01,-0.08,75.33,55.67,57400.83,349744.5,True,1
560,Isidor,FWD,12,2,0.41,0.0,9.31,2.38,22.76,2.48,0.3,0.01,1.28,-0.09,-0.01,-0.25,72.5,55.83,44079.67,396690.17,False,10
560,Isidor,FWD,13,2,0.43,0.0,9.78,2.02,21.96,2.17,0.29,0.0,1.16,-0.07,-0.0,-0.07,69.0,56.0,17642.67,416194.0,True,4
560,Isidor,FWD,14,1,0.43,0.0,10.77,3.12,25.84,2.37,0.29,0.0,1.18,-0.08,-0.0,-0.1,69.67,56.0,2762.83,420804.0,False,12
560,Isidor,FWD,15,1,0.24,0.0,11.16,3.25,29.11,2.43,0.37,0.0,1.4,-0.12,-0.0,0.06,61.83,56.0,-9845.33,412261.83,False,13
560,Isidor,FWD,16,0,0.26,0.0,6.14,3.09,25.06,3.84,0.3,0.01,1.53,-0.3,-0.01,0.26,58.67,56.0,-2745.83,411809.17,True,15
560,Isidor,FWD,17,1,0.31,0.31,5.9,3.23,26.38,4.34,0.28,0.01,1.63,-0.28,-0.01,0.23,48.33,55.83,-22693.17,390009.5,False,6
561,Mayenda,FWD,5,1,0.9,0.0,19.25,5.87,20.15,2.24,0.17,0.0,0.73,0.27,0.0,-0.28,67.0,55.0,43723.0,159929.67,True,2
561,Mayenda,FWD,7,1,0.85,0.0,19.62,5.59,19.19,2.56,0.17,0.0,0.8,0.26,0.0,-0.38,52.75,55.0,25379.25,159983.75,False,14
561,Mayenda,FWD,8,1,0.74,0.0,18.89,9.11,18.52,2.22,0.17,0.02,0.86,0.2,-0.02,-0.49,48.6,55.0,16776.4,151260.0,True,20
561,Mayenda,FWD,27,1,0.29,0.0,8.1,5.04,22.86,3.76,0.17,0.02,1.99,-0.17,-0.02,-0.25,51.83,52.0,-647.67,67935.67,True,10
561,Mayenda,FWD,28,9,0.29,0.0,7.57,7.69,24.76,4.08,0.17,0.04,2.06,-0.17,-0.04,-0.02,51.5,52.0,-472.83,67289.5,False,4
561,Mayenda,FWD,29,1,0.0,0.0,14.56,7.63,27.67,3.5,0.37,0.04,1.82,-0.08,-0.04,0.51,51.5,52.0,-305.17,66807.33,False,11
561,Mayenda,FWD,30,1,0.0,0.0,11.13,4.93,24.81,3.18,0.39,0.03,1.79,-0.07,-0.03,0.44,47.17,52.0,246.83,66878.33,True,6
596,Solanke,FWD,25,2,0.0,0.38,29.12,13.69,41.6,5.67,0.35,0.05,1.85,0.4,-0.05,0.05,47.6,73.0,-21841.4,242577.6,False,14
596,Solanke,FWD,26,2,0.0,0.28,22.71,10.62,34.64,5.39,0.26,0.05,1.69,0.3,-0.05,0.01,52.83,72.83,-12353.17,229704.83,True,15
596,Solanke,FWD,27,1,0.0,0.23,19.25,8.79,32.24,5.8,0.26,0.04,1.95,0.2,-0.04,-0.1,64.67,72.33,-10485.0,180456.17,True,1
596,Solanke,FWD,28,2,0.0,0.22,18.71,8.69,26.73,6.24,0.22,0.04,1.89,0.22,-0.04,0.11,67.33,72.0,8864.17,146071.33,False,10
596,Solanke,FWD,29,7,0.0,0.19,17.0,9.81,25.3,5.99,0.2,0.04,1.83,0.19,-0.04,0.1,77.67,72.0,7346.17,154115.5,True,8
596,Solanke,FWD,30,2,0.0,0.2,23.65,7.42,28.86,5.61,0.3,0.03,1.91,0.3,-0.03,0.29,74.83,72.0,3673.83,158313.83,False,12
596,Solanke,FWD,31,2,0.0,0.0,15.0,5.66,20.8,6.4,0.25,0.01,1.83,-0.05,-0.01,0.17,75.0,72.0,3234.83,162284.5,True,16
596,Solanke,FWD,32,2,0.0,0.0,15.81,5.78,23.43,7.03,0.28,0.01,1.86,-0.08,-0.01,0.48,76.83,72.0,-2787.5,160157.83,False,17
596,Solanke,FWD,33,2,0.0,0.0,15.42,5.86,31.63,5.86,0.34,0.01,1.64,-0.14,-0.01,0.51,76.83,72.0,-4736.17,155779.5,True,6
596,Solanke,FWD,34,1,0.0,0.0,14.46,7.09,32.01,5.51,0.3,0.01,1.54,-0.13,-0.01,0.52,87.17,72.0,-3010.17,152918.5,False,20
597,Richarlison,FWD,4,1,0.76,0.38,32.52,8.74,42.73,6.43,0.33,0.05,1.46,0.42,0.33,-1.08,79.33,66.0,316726.33,818554.0,False,19
597,Richarlison,FWD,5,9,0.7,0.35,31.52,11.7,40.27,5.95,0.31,0.05,1.35,0.39,0.3,-1.0,64.25,66.25,255419.75,1031690.75,False,6
597,Richarlison,FWD,6,2,0.52,0.26,32.42,12.53,49.28,5.19,0.43,0.05,1.34,0.35,0.21,-0.56,69.4,66.4,177382.2,1135586.0,True,20
597,Richarlison,FWD,7,1,0.41,0.21,26.77,10.11,40.37,4.94,0.34,0.04,1.3,0.28,0.17,-0.48,72.83,66.67,233544.5,1304033.5,False,11
597,Richarlison,FWD,8,1,0.24,0.24,16.96,11.47,28.51,5.89,0.21,0.04,1.34,0.02,0.19,-0.4,63.67,67.17,222226.5,1616823.83,True,2
597,Richarlison,FWD,9,4,0.0,0.0,15.58,13.03,27.4,5.1,0.22,0.05,1.21,0.05,-0.05,0.13,55.83,67.33,110080.0,1776037.17,False,9
597,Richarlison,FWD,10,1,0.0,0.0,21.43,12.2,35.93,6.92,0.39,0.15,1.11,-0.06,0.18,0.2,45.5,67.17,-61443.67,1730373.17,True,7
597,Richarlison,FWD,11,6,0.0,0.0,20.6,8.56,34.54,6.97,0.37,0.14,1.52,-0.05,0.18,-0.25,47.33,66.83,-109928.33,1634752.67,True,14
597,Richarlison,FWD,12,6,0.0,0.32,17.43,5.48,19.96,7.61,0.2,0.14,1.3,0.12,0.18,-0.03,47.33,66.33,-110747.83,1537539.17,False,1
597,Richarlison,FWD,13,1,0.0,0.32,25.35,8.62,22.18,8.24,0.2,0.14,1.55,0.43,0.18,0.67,47.33,65.67,-205429.5,1333204.83,True,10
597,Richarlison,FWD,14,0,0.0,0.28,22.02,7.95,20.09,6.88,0.17,0.12,1.36,0.39,0.15,1.12,54.5,65.0,-186184.17,1160466.0,False,15
597,Richarlison,FWD,15,8,0.0,0.58,22.06,5.75,21.19,6.97,0.17,0.1,1.62,0.41,0.19,1.0,51.67,64.5,-125018.0,1042292.17,True,5
597,Richarlison,FWD,16,2,0.24,0.48,23.95,7.81,23.71,6.53,0.3,0.03,1.31,0.43,-0.03,0.87,62.0,64.17,-72209.67,975846.0,False,16
