element,name,pos,round,total_points,roll_clean_sheets_p90,roll_yellow_cards_p90,roll_saves_p90,roll_bps_p90,roll_expected_goals_conceded_p90,roll_goal_conceded_overperf_p90,roll_minutes,roll_value,roll_transfers_balance,roll_selected,was_home,opponent_team
1,Raya,GK,4,6,0.67,0.33,3.33,26.0,0.74,-0.4,90.0,55.0,68782.67,2074503.0,True,16
1,Raya,GK,5,2,0.75,0.25,2.75,25.5,0.6,-0.35,90.0,55.0,94409.25,2247317.0,True,13
1,Raya,GK,6,2,0.6,0.2,2.6,23.0,0.66,-0.26,90.0,55.0,73570.2,2350380.0,False,15
1,Raya,GK,7,6,0.5,0.17,2.5,21.0,0.65,-0.15,90.0,55.17,99183.67,2463592.33,True,19
1,Raya,GK,8,6,0.5,0.0,1.33,18.0,0.48,0.02,90.0,55.33,134569.5,2757913.5,False,10
1,Raya,GK,9,6,0.5,0.0,1.17,16.83,0.52,-0.03,90.0,55.67,118206.67,2951739.5,True,8
1,Raya,GK,10,6,0.67,0.0,1.0,19.0,0.52,-0.18,90.0,56.0,133909.33,3141636.33,False,3
1,Raya,GK,11,1,0.67,0.0,0.83,18.33,0.55,-0.22,90.0,56.5,143302.5,3316842.5,False,17
1,Raya,GK,12,2,0.67,0.0,0.5,15.83,0.48,0.02,90.0,57.17,175005.17,3527108.67,True,18
1,Raya,GK,13,3,0.67,0.0,0.33,15.0,0.39,0.11,90.0,57.67,137639.17,3691092.33,False,7
1,Raya,GK,14,6,0.5,0.0,0.83,13.67,0.44,0.23,90.0,58.17,96035.0,3782137.83,True,5
1,Raya,GK,15,2,0.5,0.0,1.0,14.5,0.42,0.24,90.0,58.5,88711.67,3892397.0,False,2
1,Raya,GK,16,2,0.33,0.0,1.5,12.5,0.7,0.29,90.0,58.83,95839.33,4004861.67,True,20
1,Raya,GK,17,7,0.17,0.0,1.67,10.5,0.7,0.47,90.0,59.17,119816.0,4146836.67,False,9
1,Raya,GK,18,2,0.33,0.0,1.83,15.5,0.66,0.17,90.0,59.33,85824.17,4244278.83,True,6
1,Raya,GK,19,2,0.33,0.0,2.0,16.33,0.79,0.04,90.0,59.5,83579.5,4337512.0,True,2
1,Raya,GK,20,1,0.33,0.0,1.83,16.33,1.1,-0.27,90.0,59.67,78564.17,4435407.67,False,4
1,Raya,GK,21,6,0.17,0.0,1.83,12.5,1.28,-0.12,90.0,59.83,49741.0,4495384.67,True,12
1,Raya,GK,22,6,0.33,0.0,1.17,13.5,0.98,-0.15,90.0,60.0,-692.83,4506710.0,False,16
1,Raya,GK,23,1,0.5,0.0,1.0,16.0,0.97,-0.31,90.0,59.83,-64737.33,4446848.0,True,14
1,Raya,GK,24,6,0.33,0.0,0.83,10.83,1.06,0.11,90.0,59.67,-67938.83,4390076.33,False,11
1,Raya,GK,25,7,0.5,0.0,0.67,13.0,0.94,0.06,90.0,59.5,-69379.5,4338332.67,True,17
1,Raya,GK,26,2,0.67,0.0,0.67,16.0,0.53,0.3,90.0,59.33,-44214.0,4327770.83,False,5
1,Raya,GK,26,1,0.67,0.0,0.83,17.67,0.54,0.12,90.0,59.17,4323.83,4345727.83,False,20
1,Raya,GK,27,3,0.5,0.0,0.83,14.0,0.53,0.47,90.0,59.0,66450.83,4393671.83,False,18
1,Raya,GK,28,3,0.33,0.0,1.5,13.17,0.6,0.56,90.0,59.17,57675.67,4424423.83,True,7
1,Raya,GK,29,7,0.33,0.0,2.17,15.67,0.66,0.17,90.0,59.33,52376.83,4449714.67,False,6
1,Raya,GK,30,7,0.33,0.0,2.33,15.83,0.77,0.06,90.0,59.5,55331.33,4478346.83,True,9
1,Raya,GK,32,1,0.33,0.0,2.5,15.5,0.91,-0.08,90.0,59.67,53941.83,4504629.33,True,4
1,Raya,GK,33,1,0.33,0.0,2.33,14.67,0.86,0.14,90.0,59.83,14561.0,4481995.67,False,13
1,Raya,GK,34,10,0.33,0.0,2.67,16.5,1.04,-0.04,90.0,60.0,-38235.33,4408532.17,True,15
1,Raya,GK,35,6,0.5,0.0,2.5,18.67,1.08,-0.25,90.0,60.0,-10600.5,4464117.0,True,10
1,Raya,GK,36,9,0.67,0.0,2.0,20.33,0.96,-0.3,90.0,60.0,24879.33,4488973.0,False,19
1,Raya,GK,37,6,0.67,0.0,2.17,21.0,1.02,-0.35,90.0,60.17,35374.0,4521358.17,True,3
32,Martinez,GK,6,3,0.33,0.0,2.0,18.0,1.45,-0.78,90.0,50.0,15331.0,198861.33,True,10
32,Martinez,GK,7,1,0.25,0.0,2.25,16.75,1.32,-0.57,90.0,50.0,9411.75,212189.75,True,3
32,Martinez,GK,8,2,0.2,0.2,2.0,15.2,1.14,-0.34,90.0,50.0,8314.8,223160.6,False,18
32,Martinez,GK,9,8,0.17,0.17,2.0,14.33,1.07,-0.24,90.0,50.0,3769.17,227337.33,True,13
32,Martinez,GK,10,1,0.33,0.17,2.33,17.17,1.07,-0.4,90.0,50.0,150.17,246869.0,False,12
32,Martinez,GK,11,14,0.17,0.17,2.33,13.33,0.92,0.08,90.0,50.0,924.0,254466.83,True,4
32,Martinez,GK,12,3,0.33,0.17,2.33,17.33,1.01,-0.18,90.0,50.0,-4844.17,253165.67,False,11
32,Martinez,GK,13,7,0.33,0.17,2.33,17.67,1.16,-0.32,90.0,50.0,12110.17,275304.17,True,20
32,Martinez,GK,15,4,0.5,0.0,2.83,21.17,1.17,-0.5,90.0,50.0,21398.83,345315.67,True,1
32,Martinez,GK,17,3,0.5,0.0,3.67,23.0,1.36,-0.7,90.0,50.17,16079.5,370608.33,True,14
32,Martinez,GK,18,2,0.33,0.0,4.0,20.67,1.39,-0.56,90.0,50.33,7942.33,396236.67,False,7
32,Martinez,GK,19,1,0.33,0.0,4.0,21.67,1.55,-0.88,90.0,50.33,6437.17,420253.67,False,1
32,Martinez,GK,20,3,0.17,0.0,4.0,15.33,1.78,-0.45,90.0,50.33,6123.5,443870.0,True,16
32,Martinez,GK,21,1,0.17,0.0,4.17,16.0,1.64,-0.3,90.0,50.33,-2997.83,455537.5,False,8
32,Martinez,GK,28,1,0.33,0.17,3.17,20.17,1.16,-0.5,90.0,50.0,20135.17,461597.17,False,20
32,Martinez,GK,29,1,0.33,0.17,2.83,19.67,1.22,-0.39,90.0,50.17,30945.83,497173.5,True,7
32,Martinez,GK,30,2,0.17,0.17,2.83,15.5,1.46,0.04,90.0,50.33,28706.17,528291.0,False,14
32,Martinez,GK,31,6,0.17,0.17,3.33,15.33,1.58,0.26,90.0,50.5,20486.17,550757.17,True,19
32,Martinez,GK,33,2,0.33,0.17,2.33,15.33,1.39,0.27,90.0,50.67,27724.83,618971.0,True,17
32,Martinez,GK,34,3,0.17,0.0,2.5,12.0,1.6,0.57,90.0,50.83,17497.83,633215.33,False,10
32,Martinez,GK,35,2,0.17,0.0,2.83,13.83,1.57,0.6,90.0,51.0,3871.0,640224.67,True,18
32,Martinez,GK,36,6,0.17,0.0,3.33,14.5,1.59,0.58,90.0,51.0,-2194.67,638160.33,False,3
32,Martinez,GK,37,2,0.17,0.0,3.33,16.83,1.29,0.54,90.0,51.0,4395.33,645008.67,True,12
33,M.Bizot,GK,16,1,0.33,0.67,2.67,9.0,2.1,-0.1,90.0,44.33,-5388.67,59946.67,False,19
33,M.Bizot,GK,21,2,0.25,0.5,2.25,8.5,1.83,0.17,90.0,43.75,-4709.75,58622.5,False,8
67,Petrović,GK,4,2,0.67,0.33,2.67,18.33,0.95,0.38,90.0,45.0,14280.67,362403.67,True,6
67,Petrović,GK,5,6,0.5,0.25,2.25,15.0,0.87,0.38,90.0,45.0,34107.5,402631.5,True,15
67,Petrović,GK,6,3,0.6,0.2,2.0,16.4,0.72,0.28,90.0,45.0,31121.8,430646.2,False,11
67,Petrović,GK,7,3,0.5,0.17,2.67,16.67,0.91,0.26,90.0,45.0,45022.83,470782.17,True,10
67,Petrović,GK,8,2,0.5,0.17,2.17,17.17,0.69,-0.02,90.0,45.0,48407.67,537604.33,False,8
67,Petrović,GK,9,8,0.33,0.17,2.67,14.83,1.35,-0.19,90.0,45.0,43654.0,588066.83,True,16
67,Petrović,GK,10,2,0.33,0.0,3.17,16.33,1.38,-0.21,90.0,45.0,41744.0,637262.83,False,13
67,Petrović,GK,11,1,0.33,0.0,3.67,16.83,1.64,-0.15,90.0,45.0,24129.67,663472.0,False,2
67,Petrović,GK,12,1,0.17,0.0,4.17,13.67,1.9,0.26,90.0,45.0,22851.5,689746.5,True,19
67,Petrović,GK,13,2,0.17,0.0,3.17,10.5,1.71,0.46,90.0,45.0,9938.5,703811.5,False,17
67,Petrović,GK,14,2,0.17,0.0,3.17,9.17,1.77,0.73,90.0,45.0,4621.0,706113.83,True,9
67,Petrović,GK,15,7,0.17,0.0,2.83,9.33,1.27,0.89,90.0,45.0,2661.0,710777.83,True,7
67,Petrović,GK,16,1,0.17,0.0,2.83,9.33,1.37,0.8,90.0,45.0,-1346.5,709358.0,False,14
67,Petrović,GK,17,2,0.17,0.0,3.0,8.5,1.55,0.79,90.0,45.0,-3278.5,707114.0,True,3
67,Petrović,GK,18,-1,0.17,0.0,2.33,8.67,1.33,0.51,90.0,45.0,435.0,712910.0,False,5
67,Petrović,GK,19,1,0.17,0.0,3.0,7.83,1.83,0.34,90.0,45.0,-9498.17,698409.67,False,7
67,Petrović,GK,20,1,0.17,0.0,2.83,7.67,2.0,-0.0,90.0,45.0,-14089.0,684949.33,True,1
67,Petrović,GK,21,1,0.17,0.0,2.83,6.67,1.95,0.38,90.0,45.0,-18787.5,667211.33,True,18
67,Petrović,GK,22,2,0.0,0.0,2.5,2.33,2.0,0.66,90.0,45.0,-18194.5,651772.17,False,6
67,Petrović,GK,23,1,0.0,0.17,2.33,4.0,1.63,0.54,90.0,45.0,-18882.33,635727.0,True,12
67,Petrović,GK,24,10,0.0,0.17,2.67,4.67,1.72,0.61,90.0,45.0,-27600.5,605404.0,False,20
67,Petrović,GK,25,3,0.17,0.17,3.17,11.67,1.34,0.32,90.0,45.0,-25009.67,585348.17,True,2
67,Petrović,GK,26,3,0.17,0.17,3.33,13.0,1.03,0.47,90.0,45.0,-18377.17,572955.67,False,9
67,Petrović,GK,27,9,0.17,0.17,3.83,15.17,1.33,-0.16,90.0,45.0,-12043.17,561722.33,False,19
67,Petrović,GK,28,3,0.33,0.17,4.0,19.83,1.67,-0.84,90.0,45.0,-6461.0,556277.33,True,17
67,Petrović,GK,29,6,0.33,0.0,3.83,19.83,1.73,-0.9,90.0,45.0,5461.83,563379.0,True,5
67,Petrović,GK,30,6,0.5,0.0,3.83,22.83,1.64,-1.14,90.0,45.0,10446.5,574796.67,False,3
67,Petrović,GK,31,2,0.5,0.0,3.0,20.83,1.64,-1.14,90.0,45.0,20020.83,596012.33,True,14
67,Petrović,GK,32,2,0.5,0.0,3.17,20.83,1.87,-1.2,90.0,45.0,20815.67,618546.5,False,1
67,Petrović,GK,33,1,0.5,0.0,2.67,19.67,1.76,-1.1,90.0,45.17,21771.33,641479.5,False,15
67,Petrović,GK,33,1,0.33,0.17,2.5,14.83,1.48,-0.65,90.0,45.33,31153.33,684930.17,True,11
67,Petrović,GK,35,6,0.33,0.17,2.33,13.5,1.38,-0.39,90.0,45.5,34931.67,720272.83,True,8
67,Petrović,GK,36,6,0.33,0.17,2.17,13.0,1.47,-0.47,90.0,45.67,29832.5,730098.5,False,10
67,Petrović,GK,37,3,0.33,0.17,2.17,13.33,1.45,-0.46,90.0,45.83,20312.0,729709.5,True,13
67,Petrović,GK,38,3,0.33,0.17,2.0,13.5,1.44,-0.61,90.0,46.0,15716.83,724200.0,False,16
101,Kelleher,GK,4,2,0.33,0.33,1.67,9.0,1.53,0.14,90.0,45.0,-7997.0,1133622.33,True,7
101,Kelleher,GK,5,1,0.25,0.25,2.25,9.75,1.46,0.29,90.0,45.0,-30346.75,1119734.5,False,10
101,Kelleher,GK,6,8,0.2,0.2,2.2,8.0,1.37,0.63,90.0,45.0,-30801.4,1108163.8,True,14
101,Kelleher,GK,7,3,0.17,0.17,2.67,10.83,1.49,0.34,90.0,45.0,-37661.83,1088682.5,True,13
101,Kelleher,GK,8,6,0.17,0.17,2.83,12.5,1.32,0.18,90.0,45.0,-41550.17,1065890.0,False,19
101,Kelleher,GK,9,2,0.17,0.0,2.67,13.17,1.17,0.33,90.0,45.0,-33646.33,1045612.67,True,12
101,Kelleher,GK,10,1,0.17,0.0,3.0,14.5,1.3,0.2,90.0,45.0,-39516.83,1011773.67,False,8
101,Kelleher,GK,11,2,0.17,0.0,2.67,14.33,1.21,0.29,90.0,45.0,-24004.67,994834.17,True,15
101,Kelleher,GK,12,2,0.17,0.0,2.33,14.83,1.11,0.06,90.0,45.0,-21409.5,978174.83,False,6
101,Kelleher,GK,13,2,0.17,0.0,2.0,12.17,0.97,0.37,90.0,45.0,-11055.5,971694.0,True,3
101,Kelleher,GK,14,2,0.17,0.0,1.67,11.0,0.99,0.35,90.0,45.0,-5623.0,984365.33,False,1
101,Kelleher,GK,15,2,0.0,0.0,2.33,8.5,1.23,0.44,90.0,45.0,-8089.5,977862.17,False,18
101,Kelleher,GK,16,3,0.0,0.0,2.67,9.17,1.21,0.46,90.0,45.0,-6786.17,972621.0,True,11
101,Kelleher,GK,17,13,0.0,0.0,2.83,9.67,1.34,0.16,90.0,45.0,4352.0,981351.5,False,20
101,Kelleher,GK,18,4,0.17,0.0,3.17,14.67,1.48,-0.15,90.0,45.0,10827.0,996679.17,True,4
101,Kelleher,GK,19,6,0.17,0.0,4.0,17.33,1.74,-0.57,90.0,45.0,16719.17,1014563.67,True,18
101,Kelleher,GK,20,2,0.33,0.0,4.17,20.67,1.74,-0.75,90.0,45.0,17448.17,1018147.33,False,9
101,Kelleher,GK,21,13,0.33,0.0,4.0,20.83,1.59,-0.59,90.0,45.0,23753.0,1044639.67,True,17
101,Kelleher,GK,22,1,0.5,0.0,3.67,24.83,1.52,-0.85,90.0,45.0,33953.83,1081932.33,False,7
101,Kelleher,GK,23,1,0.5,0.0,3.17,22.5,1.53,-0.69,90.0,45.17,39649.17,1122300.33,True,16
101,Kelleher,GK,24,10,0.33,0.0,2.83,16.67,1.44,-0.28,90.0,45.33,40731.17,1163625.0,False,2
101,Kelleher,GK,25,1,0.5,0.0,2.33,18.67,1.39,-0.39,90.0,45.5,33340.5,1200231.33,False,15
101,Kelleher,GK,26,2,0.33,0.0,2.17,14.67,1.6,-0.26,90.0,45.67,36939.67,1241533.0,True,1
101,Kelleher,GK,27,2,0.33,0.0,1.67,13.83,1.56,-0.39,90.0,45.83,32382.33,1274466.17,True,6
101,Kelleher,GK,29,6,0.17,0.0,2.0,9.83,1.45,0.05,90.0,46.0,37290.5,1314504.33,False,4
101,Kelleher,GK,30,1,0.33,0.0,2.33,14.0,1.5,-0.34,90.0,46.17,20632.33,1355516.33,True,20
101,Kelleher,GK,31,9,0.33,0.0,2.67,15.5,1.61,-0.44,90.0,46.5,46448.17,1423587.5,False,11
101,Kelleher,GK,32,2,0.33,0.0,2.5,14.67,1.29,-0.13,90.0,46.83,57464.17,1511301.0,True,9
101,Kelleher,GK,33,6,0.33,0.0,3.0,16.5,1.17,-0.01,90.0,47.17,45750.83,1577680.5,True,10
101,Kelleher,GK,34,2,0.5,0.0,2.83,19.33,1.2,-0.2,90.0,47.5,40630.5,1621597.83,False,14
101,Kelleher,GK,35,8,0.5,0.0,2.5,18.5,1.23,-0.23,90.0,47.83,23296.5,1653581.5,True,19
101,Kelleher,GK,36,3,0.5,0.0,2.83,19.67,1.07,-0.07,90.0,48.0,19339.0,1675066.67,False,13
101,Kelleher,GK,37,2,0.5,0.0,3.67,21.5,1.33,-0.17,90.0,48.0,-21458.33,1652992.5,True,8
101,Kelleher,GK,38,6,0.33,0.0,3.5,17.0,1.53,-0.03,90.0,48.0,-24766.33,1621379.5,False,12
139,Verbruggen,GK,4,2,0.0,0.0,1.33,8.33,1.39,-0.06,90.0,45.0,-32817.0,756411.67,False,4
139,Verbruggen,GK,5,1,0.0,0.0,1.75,10.0,1.41,0.09,90.0,45.0,-41546.5,732687.5,True,18
139,Verbruggen,GK,6,2,0.0,0.0,1.8,9.2,1.37,0.23,90.0,45.0,-41962.8,711296.0,False,7
139,Verbruggen,GK,7,1,0.0,0.0,1.83,9.0,1.44,0.06,90.0,45.0,-44926.67,687431.0,False,20
139,Verbruggen,GK,8,2,0.0,0.0,2.17,9.5,1.41,0.09,90.0,44.83,-48879.17,650297.67,True,15
139,Verbruggen,GK,9,1,0.0,0.0,2.33,10.67,1.38,-0.05,90.0,44.67,-50514.67,605805.83,False,14
139,Verbruggen,GK,10,6,0.0,0.0,2.83,10.5,1.3,0.54,90.0,44.5,-40191.33,572813.5,True,11
139,Verbruggen,GK,11,6,0.17,0.0,2.67,13.0,1.14,0.36,90.0,44.33,-29291.83,547507.0,False,8
139,Verbruggen,GK,12,7,0.33,0.0,2.67,17.0,1.06,0.11,90.0,44.17,-23866.33,525881.17,True,5
139,Verbruggen,GK,13,7,0.33,0.17,2.83,19.17,1.08,0.09,90.0,44.0,-13220.67,515158.33,False,16
139,Verbruggen,GK,14,1,0.5,0.17,2.83,22.67,1.1,-0.1,90.0,44.0,-7789.67,508734.33,True,2
139,Verbruggen,GK,15,3,0.5,0.33,3.5,22.17,1.26,0.24,90.0,44.0,4855.83,516028.5,True,19
139,Verbruggen,GK,16,1,0.5,0.33,3.33,24.17,1.24,-0.24,90.0,44.0,19379.83,540124.67,False,12
139,Verbruggen,GK,17,11,0.33,0.33,3.33,21.0,1.47,-0.13,90.0,44.0,18927.83,558360.0,True,17
139,Verbruggen,GK,18,1,0.33,0.33,4.0,22.83,1.57,-0.24,90.0,44.0,27210.0,589452.17,False,1
139,Verbruggen,GK,19,1,0.33,0.33,4.33,21.5,1.77,-0.27,90.0,44.0,28424.67,616196.33,False,19
139,Verbruggen,GK,20,7,0.17,0.33,4.17,18.17,1.99,-0.16,90.0,44.0,33513.0,654959.0,True,3
139,Verbruggen,GK,21,3,0.33,0.17,3.5,22.17,1.64,-0.47,90.0,44.17,30815.0,687862.5,False,13
139,Verbruggen,GK,22,2,0.33,0.17,3.33,20.83,1.88,-0.71,90.0,44.33,16085.5,701544.5,True,4
139,Verbruggen,GK,23,1,0.33,0.17,3.17,20.5,1.78,-0.78,90.0,44.5,20805.83,725602.17,False,10
139,Verbruggen,GK,24,3,0.17,0.17,2.5,14.0,1.73,-0.4,90.0,44.67,13834.33,738389.67,True,9
139,Verbruggen,GK,25,3,0.17,0.0,2.17,14.33,1.42,-0.25,90.0,44.83,11916.33,754377.83,True,8
139,Verbruggen,GK,26,2,0.17,0.0,2.33,14.67,1.26,-0.26,90.0,45.0,3109.67,754889.67,False,2
139,Verbruggen,GK,27,7,0.0,0.0,2.33,10.83,1.34,-0.17,90.0,45.0,-6654.5,746510.67,False,5
139,Verbruggen,GK,28,3,0.17,0.0,2.5,13.17,1.18,-0.18,90.0,45.0,-5721.17,742082.17,True,16
139,Verbruggen,GK,29,2,0.17,0.0,2.83,14.0,1.11,-0.11,90.0,45.0,-9389.17,733455.33,True,1
139,Verbruggen,GK,30,7,0.17,0.0,2.67,14.5,1.01,-0.18,90.0,45.0,-10556.5,723384.33,False,17
139,Verbruggen,GK,31,3,0.33,0.0,2.67,17.0,0.96,-0.3,90.0,45.0,-9540.5,714599.67,True,12
139,Verbruggen,GK,32,9,0.33,0.0,2.83,17.5,0.94,-0.28,90.0,45.0,-6876.67,704104.17,False,3
139,Verbruggen,GK,33,2,0.5,0.0,3.17,21.83,0.97,-0.47,90.0,45.0,55101.17,761759.0,False,18
139,Verbruggen,GK,33,6,0.33,0.0,3.17,19.33,0.88,-0.05,90.0,45.0,81487.17,884613.17,True,7
139,Verbruggen,GK,35,2,0.5,0.0,2.67,20.67,0.79,-0.12,90.0,45.0,105573.67,1006795.17,False,15
139,Verbruggen,GK,36,6,0.5,0.0,3.17,20.0,1.24,-0.24,90.0,45.0,112468.0,1086836.5,True,20
139,Verbruggen,GK,37,2,0.5,0.0,2.83,18.83,1.17,-0.17,90.0,45.17,124782.83,1180132.5,False,11
139,Verbruggen,GK,38,2,0.5,0.0,2.33,16.67,1.06,-0.06,90.0,45.33,122853.67,1274093.0,True,14
182,Trafford,GK,38,2,0.33,0.0,3.67,20.67,1.32,0.01,90.0,50.0,4492.67,247830.67,True,2
220,Sánchez,GK,4,2,0.67,0.0,2.67,21.33,0.8,-0.47,90.0,50.0,13015.33,2654812.0,False,5
220,Sánchez,GK,5,-3,0.5,0.0,2.75,17.75,0.96,-0.21,90.0,50.0,-8443.25,2683759.5,False,14
220,Sánchez,GK,12,6,0.5,0.17,1.0,14.0,1.36,-0.36,90.0,48.67,-162254.83,1783324.67,False,3
220,Sánchez,GK,13,3,0.67,0.17,1.33,18.33,1.05,-0.55,90.0,48.5,-62342.83,1734162.5,True,1
220,Sánchez,GK,14,1,0.67,0.17,1.67,19.67,0.94,-0.44,90.0,48.33,-32038.33,1700326.33,False,11
220,Sánchez,GK,15,10,0.5,0.0,1.67,16.17,1.01,-0.01,90.0,48.17,-5709.17,1700262.0,False,4
220,Sánchez,GK,16,6,0.67,0.0,2.17,21.0,1.03,-0.36,90.0,48.0,-6312.83,1695009.0,True,9
220,Sánchez,GK,17,4,0.67,0.0,2.33,21.83,1.18,-0.52,90.0,48.17,29243.5,1733349.83,False,15
220,Sánchez,GK,18,3,0.5,0.17,2.83,22.0,1.54,-0.54,90.0,48.33,30267.33,1763696.5,True,2
220,Sánchez,GK,19,2,0.33,0.17,3.5,20.83,1.67,-0.33,90.0,48.5,26227.5,1783554.33,True,4
220,Sánchez,GK,21,2,0.33,0.17,3.67,20.5,1.98,-0.48,90.0,48.67,34390.33,1832619.5,False,10
220,Sánchez,GK,22,11,0.33,0.17,3.83,21.5,1.72,-0.38,90.0,48.83,5625.0,1829470.5,True,5
220,Sánchez,GK,23,3,0.33,0.17,4.0,21.67,1.73,-0.4,90.0,49.0,1525.67,1826715.17,False,8
220,Sánchez,GK,24,2,0.17,0.17,4.5,20.5,1.86,-0.36,90.0,49.0,-7443.0,1810122.67,True,19
220,Sánchez,GK,25,2,0.17,0.0,4.67,20.0,1.66,-0.16,90.0,49.0,7267.17,1813608.5,False,20
220,Sánchez,GK,26,1,0.17,0.0,4.0,19.17,1.64,-0.3,90.0,49.0,18401.17,1833818.0,True,11
220,Sánchez,GK,27,2,0.17,0.0,3.33,17.5,1.35,-0.02,90.0,49.0,14329.0,1838487.0,True,3
220,Sánchez,GK,28,2,0.17,0.17,3.33,17.67,1.29,-0.13,90.0,49.0,31101.5,1874059.83,False,1
220,Sánchez,GK,30,3,0.0,0.17,2.83,13.33,1.23,0.27,90.0,49.0,16380.0,1892294.17,True,15
220,Sánchez,GK,31,2,0.0,0.17,2.67,12.17,1.17,0.33,90.0,48.83,-3571.5,1883630.5,False,9
220,Sánchez,GK,32,2,0.0,0.17,2.83,10.5,1.18,0.49,90.0,48.67,-25662.17,1845504.83,True,13
220,Sánchez,GK,33,2,0.0,0.17,3.33,9.67,1.38,0.62,90.0,48.5,-49266.67,1789396.67,True,14
220,Sánchez,GK,33,2,0.0,0.17,3.5,10.17,1.19,0.64,90.0,48.33,-46784.67,1734812.83,False,6
220,Sánchez,GK,35,1,0.0,0.0,3.67,9.67,1.41,0.76,90.0,48.17,-44741.0,1680864.33,True,16
253,Henderson,GK,4,6,0.67,0.0,2.0,20.33,1.22,-0.89,90.0,50.0,552.67,748434.33,True,17
253,Henderson,GK,5,1,0.75,0.0,1.5,20.75,1.01,-0.76,90.0,50.0,23686.75,801070.25,False,19
253,Henderson,GK,6,3,0.6,0.2,1.6,18.8,0.94,-0.54,90.0,50.0,22196.8,835762.2,True,12
253,Henderson,GK,7,2,0.5,0.17,1.83,18.0,1.14,-0.64,90.0,50.0,9706.5,848663.17,False,9
253,Henderson,GK,8,1,0.33,0.17,2.33,16.5,1.21,-0.38,90.0,50.0,14601.33,900800.5,True,4
253,Henderson,GK,9,2,0.33,0.17,2.67,16.17,1.39,-0.22,90.0,50.0,12997.17,931396.83,False,1
253,Henderson,GK,10,6,0.17,0.17,2.33,12.5,1.38,-0.05,90.0,50.0,7534.33,950828.0,True,5
253,Henderson,GK,11,9,0.17,0.17,2.67,13.0,1.41,-0.08,90.0,50.0,-8816.5,945961.67,True,6
253,Henderson,GK,12,6,0.33,0.0,2.83,16.33,1.37,-0.2,90.0,50.0,-11311.5,939608.17,False,20
253,Henderson,GK,13,2,0.5,0.0,2.5,18.0,1.31,-0.31,90.0,50.0,6359.0,957139.33,True,14
253,Henderson,GK,14,7,0.5,0.0,2.33,17.67,1.17,-0.17,90.0,50.0,3178.5,963934.67,False,3
253,Henderson,GK,15,3,0.67,0.0,2.5,22.17,0.99,-0.49,90.0,50.0,13470.17,983357.67,False,10
253,Henderson,GK,16,1,0.67,0.0,2.67,23.0,0.94,-0.43,90.0,50.17,29789.67,1017703.83,True,13
253,Henderson,GK,17,0,0.5,0.17,2.83,18.33,1.04,-0.04,90.0,50.33,24684.5,1044048.17,False,11
253,Henderson,GK,18,3,0.33,0.17,2.67,13.0,1.42,0.24,90.0,50.5,29235.67,1077552.17,True,18
253,Henderson,GK,19,3,0.17,0.17,3.0,11.0,1.27,0.57,90.0,50.67,13646.67,1086233.33,True,10
253,Henderson,GK,20,2,0.17,0.17,3.0,11.0,1.39,0.28,90.0,50.83,9513.17,1098607.67,False,15
253,Henderson,GK,21,7,0.0,0.17,3.33,9.17,1.57,0.42,90.0,51.0,-6170.5,1092549.33,True,2
253,Henderson,GK,22,2,0.17,0.17,3.5,11.67,1.74,0.1,90.0,51.0,-20959.5,1073301.83,False,17
253,Henderson,GK,23,1,0.17,0.0,3.83,14.67,1.82,-0.16,90.0,51.0,-17032.0,1060706.83,True,7
253,Henderson,GK,24,2,0.17,0.0,3.83,15.33,1.75,-0.25,90.0,50.83,-26864.17,1034782.5,False,16
253,Henderson,GK,25,8,0.17,0.0,3.33,14.33,1.69,-0.19,90.0,50.67,-25390.17,1014922.5,False,6
253,Henderson,GK,26,1,0.33,0.0,3.0,16.17,1.51,-0.18,90.0,50.5,-25750.83,991414.33,True,3
253,Henderson,GK,27,16,0.33,0.0,2.33,13.33,1.25,0.25,90.0,50.33,-16422.67,979057.17,True,20
253,Henderson,GK,28,3,0.33,0.0,2.83,16.83,1.24,0.26,90.0,50.17,-12440.33,968771.17,False,14
253,Henderson,GK,29,3,0.33,0.17,3.5,17.67,1.29,0.21,90.0,50.0,-8736.33,961390.33,False,18
253,Henderson,GK,32,2,0.33,0.17,3.67,19.33,1.19,-0.02,90.0,50.0,1218.0,964683.0,True,15
253,Henderson,GK,33,7,0.33,0.17,4.0,20.33,1.3,-0.13,90.0,50.17,5182.33,983163.5,True,19
253,Henderson,GK,34,0,0.33,0.17,4.17,20.83,1.26,-0.09,90.0,50.33,6809.5,1000493.83,False,12
253,Henderson,GK,35,2,0.33,0.33,4.0,19.67,1.36,-0.19,90.0,50.5,3955.17,1012421.83,False,4
253,Henderson,GK,36,2,0.17,0.33,3.33,11.33,1.43,0.23,90.0,50.67,16842.83,1041694.5,True,9
253,Henderson,GK,36,1,0.17,0.17,2.67,9.83,1.36,0.31,90.0,50.83,36347.33,1093028.0,False,13
253,Henderson,GK,37,0,0.17,0.17,2.33,7.17,1.35,0.65,90.0,51.0,52657.67,1138752.83,False,5
253,Henderson,GK,38,2,0.17,0.33,2.17,5.5,1.45,0.72,90.0,51.0,46791.0,1164297.83,True,1
287,Pickford,GK,4,6,0.33,0.0,2.67,19.0,1.87,-0.87,90.0,55.0,22056.33,1215672.67,True,2
287,Pickford,GK,5,1,0.5,0.0,2.25,20.25,1.54,-0.79,90.0,55.0,11231.5,1257881.5,False,12
