element,name,pos,round,total_points,roll_clean_sheets_p90,roll_yellow_cards_p90,roll_bps_p90,roll_influence_p90,roll_creativity_p90,roll_threat_p90,roll_defensive_contribution_p90,roll_expected_goals_p90,roll_expected_assists_p90,roll_expected_goals_conceded_p90,roll_goal_overperf_p90,roll_assist_overperf_p90,roll_goal_conceded_overperf_p90,roll_minutes,roll_value,roll_transfers_balance,roll_selected,was_home,opponent_team
319,Castagne,DEF,27,1,0.0,0.34,9.47,18.27,9.42,1.69,7.95,0.0,0.06,1.76,0.0,-0.06,-0.24,88.67,43.0,-55.5,14178.67,False,17
319,Castagne,DEF,29,1,0.0,0.41,9.53,17.35,6.12,1.62,7.91,0.0,0.03,1.87,0.0,-0.03,-0.45,74.0,43.0,0.33,14235.5,True,19
319,Castagne,DEF,31,2,0.0,0.25,11.19,18.94,3.98,6.96,8.95,0.04,0.03,1.7,-0.04,-0.03,-0.2,60.33,43.0,19.33,14302.83,True,3
319,Castagne,DEF,32,1,0.0,0.0,14.42,22.52,14.07,9.7,8.7,0.06,0.07,1.65,-0.06,-0.07,-0.16,60.33,43.0,-62.17,14324.17,False,12
319,Castagne,DEF,33,7,0.0,0.0,12.93,23.22,22.92,14.42,7.96,0.07,0.08,1.65,-0.07,-0.08,0.09,60.33,43.0,-63.83,14312.5,False,5
319,Castagne,DEF,34,5,0.25,0.0,18.65,22.77,21.18,13.92,6.71,0.07,0.08,1.56,-0.07,-0.08,-0.56,60.33,43.0,34.33,14380.83,True,2
319,Castagne,DEF,35,1,0.49,0.24,21.65,20.97,24.15,13.14,6.32,0.07,0.1,1.29,-0.07,-0.1,-0.56,61.67,43.0,344.0,15242.67,False,1
319,Castagne,DEF,36,2,0.39,0.2,17.88,19.1,19.77,15.52,5.9,0.08,0.09,1.65,-0.08,-0.09,-0.48,76.33,43.0,341.67,15642.67,True,4
319,Castagne,DEF,37,5,0.34,0.17,18.27,18.47,19.57,9.98,5.92,0.04,0.11,1.56,-0.04,-0.11,-0.37,88.67,43.0,495.0,16207.33,False,20
319,Castagne,DEF,38,8,0.34,0.17,18.78,17.12,17.85,10.83,5.58,0.04,0.11,1.58,-0.04,0.06,-0.4,88.67,43.0,1511.33,17855.5,True,15
320,Diop,DEF,17,1,0.0,0.4,3.63,13.72,0.69,1.61,8.07,0.0,0.01,1.64,0.0,-0.01,0.38,74.33,44.0,-155.33,8267.67,True,16
320,Diop,DEF,18,1,0.0,0.39,4.74,13.66,0.67,1.58,7.89,0.0,0.01,1.6,0.0,-0.01,0.37,57.0,43.75,-103.75,8407.25,False,19
320,Diop,DEF,20,1,0.0,0.39,5.87,13.93,0.7,1.57,8.22,0.0,0.01,1.59,0.0,-0.01,0.37,46.0,43.6,-74.8,8527.8,True,12
320,Diop,DEF,21,2,0.0,0.28,5.34,15.47,0.73,1.12,8.16,0.0,0.01,1.52,0.0,-0.01,0.45,53.33,43.5,-78.0,8602.0,True,7
320,Diop,DEF,22,1,0.0,0.0,6.92,14.4,0.97,2.22,6.09,0.01,0.01,1.99,-0.01,-0.01,-0.33,54.17,43.33,-33.33,8743.83,False,11
320,Diop,DEF,28,1,0.0,0.0,8.06,16.45,1.0,1.29,6.77,0.01,0.01,2.02,-0.01,-0.01,-0.08,46.5,43.17,49.33,8943.83,True,18
320,Diop,DEF,29,2,0.0,0.32,9.68,20.26,1.06,1.94,7.74,0.01,0.0,1.61,-0.01,-0.0,-0.0,46.5,43.0,43.0,9096.0,True,19
320,Diop,DEF,36,1,0.0,0.25,9.15,20.62,0.99,1.98,6.92,0.0,0.0,1.51,-0.0,-0.0,-0.02,60.67,43.0,64.5,9217.67,True,4
320,Diop,DEF,37,2,0.0,0.22,8.4,19.95,1.04,2.21,6.19,0.0,0.0,1.49,-0.0,-0.0,0.05,67.83,43.0,44.17,9356.5,False,20
320,Diop,DEF,38,15,0.0,0.22,9.51,19.72,1.04,2.21,5.97,0.0,0.01,1.51,-0.0,-0.01,-0.18,67.83,43.0,113.67,9571.33,True,15
321,J.Cuenca,DEF,17,5,0.0,0.0,13.39,21.75,2.46,3.21,10.71,0.0,0.01,1.3,0.0,-0.01,-0.23,56.0,44.33,-152.67,4235.33,True,16
321,J.Cuenca,DEF,18,9,0.35,0.35,17.79,23.58,5.34,2.09,10.12,0.0,0.0,1.05,0.0,-0.0,-0.36,64.5,44.0,-93.25,4458.0,False,19
321,J.Cuenca,DEF,19,3,0.52,0.26,21.21,24.1,4.19,1.55,11.12,0.0,0.01,1.02,0.0,-0.01,-0.5,69.6,43.8,-15.0,4713.2,False,8
321,J.Cuenca,DEF,20,3,0.41,0.41,18.9,25.36,4.36,1.23,11.71,0.0,0.01,1.14,0.0,-0.01,-0.52,73.0,43.67,100.83,5088.5,True,12
321,J.Cuenca,DEF,21,0,0.4,0.4,19.21,27.51,4.27,0.4,13.15,0.0,0.01,1.18,0.0,-0.01,-0.37,74.17,43.33,110.33,5521.67,True,7
321,J.Cuenca,DEF,22,3,0.37,0.56,18.15,25.15,4.07,0.37,11.67,0.0,0.01,1.24,0.0,-0.01,-0.5,81.0,43.17,178.5,5873.83,False,11
321,J.Cuenca,DEF,23,4,0.36,0.73,17.64,23.24,3.47,0.0,11.09,0.0,0.01,1.24,0.0,-0.01,-0.52,82.5,43.0,282.17,6318.33,True,6
321,J.Cuenca,DEF,24,1,0.18,0.55,14.91,23.2,1.69,0.73,11.64,0.01,0.01,1.42,-0.01,-0.01,-0.51,82.5,43.0,297.17,6688.33,False,14
321,J.Cuenca,DEF,25,2,0.0,0.55,11.57,22.44,5.46,1.47,10.47,0.01,0.09,1.57,-0.01,-0.09,-0.29,81.67,43.0,205.0,6921.0,True,9
321,J.Cuenca,DEF,27,1,0.0,0.55,10.29,20.42,4.74,1.47,9.92,0.01,0.09,1.62,-0.01,-0.09,-0.15,81.67,43.0,181.83,7070.0,False,17
321,J.Cuenca,DEF,28,1,0.0,0.67,10.3,20.1,5.55,1.79,9.63,0.01,0.11,1.7,-0.01,-0.11,-0.36,67.0,43.0,151.67,7292.0,True,18
321,J.Cuenca,DEF,38,0,0.0,0.5,10.31,23.68,6.01,2.01,11.06,0.01,0.11,1.7,-0.01,-0.11,-0.19,59.67,43.0,99.0,7458.5,True,15
322,Tete,DEF,4,6,0.0,0.0,13.0,17.53,7.77,4.67,7.33,0.02,0.13,1.82,-0.02,-0.13,-0.49,90.0,45.0,92.0,17241.0,True,11
322,Tete,DEF,5,2,0.25,0.0,16.25,16.0,6.7,3.5,7.0,0.02,0.1,1.56,-0.02,-0.1,-0.56,90.0,45.0,756.0,19218.0,True,5
322,Tete,DEF,9,2,0.2,0.0,15.2,17.36,8.1,2.8,7.2,0.01,0.09,1.37,-0.01,-0.09,-0.37,90.0,45.0,862.6,20677.2,False,15
322,Tete,DEF,10,6,0.17,0.17,14.0,17.97,7.0,2.33,7.67,0.01,0.07,1.5,-0.01,-0.07,-0.33,90.0,45.0,697.0,20023.67,True,20
322,Tete,DEF,11,3,0.33,0.17,15.33,18.37,8.88,7.17,7.0,0.03,0.08,1.29,-0.03,-0.08,-0.29,90.0,45.0,1491.67,21406.67,False,9
322,Tete,DEF,12,6,0.33,0.17,15.83,19.83,8.42,5.5,8.5,0.03,0.02,1.26,-0.03,-0.02,-0.09,90.0,45.0,1367.83,22010.33,True,17
322,Tete,DEF,13,12,0.5,0.17,18.17,18.1,10.55,5.17,7.5,0.02,0.03,0.89,-0.02,-0.03,-0.06,90.0,45.0,1342.33,22440.0,False,18
322,Tete,DEF,14,0,0.33,0.17,18.83,27.3,10.07,7.0,9.5,0.03,0.02,0.9,0.14,-0.02,0.09,90.0,45.0,534.33,21596.67,True,13
322,Tete,DEF,15,3,0.36,0.18,18.36,27.2,8.73,7.64,9.64,0.03,0.02,1.15,0.15,-0.02,0.3,82.5,45.0,1689.83,22315.0,True,8
322,Tete,DEF,16,2,0.36,0.0,19.27,29.56,11.71,10.0,10.0,0.04,0.03,1.07,0.14,-0.03,0.39,82.5,45.0,2813.83,25724.17,False,3
322,Tete,DEF,17,9,0.18,0.18,15.64,30.51,9.89,4.73,11.45,0.02,0.03,1.47,0.16,-0.03,0.35,82.5,45.0,13526.83,41553.67,True,16
322,Tete,DEF,18,6,0.36,0.18,18.0,28.76,10.15,4.73,10.36,0.02,0.06,1.32,0.16,-0.06,0.13,82.5,45.0,14570.67,56714.67,False,19
322,Tete,DEF,19,1,0.37,0.19,18.52,29.19,9.13,6.11,10.37,0.04,0.07,1.48,0.15,-0.07,0.0,81.0,45.0,16283.33,74393.5,False,8
322,Tete,DEF,25,1,0.4,0.2,14.73,19.09,10.09,4.64,8.27,0.03,0.08,1.63,-0.03,-0.08,-0.02,74.33,45.0,16286.17,90547.83,True,9
322,Tete,DEF,26,1,0.44,0.22,16.76,20.38,15.11,5.07,8.16,0.03,0.11,1.45,-0.03,-0.11,-0.13,68.0,45.0,14639.33,91264.0,False,13
322,Tete,DEF,27,4,0.44,0.22,14.56,18.35,15.79,3.97,7.06,0.08,0.11,1.39,-0.08,-0.11,0.15,68.0,45.0,13199.67,90539.17,False,17
322,Tete,DEF,28,2,0.44,0.0,16.22,18.04,15.71,4.67,7.11,0.09,0.11,1.24,-0.09,-0.11,0.1,67.5,45.0,1569.0,76328.5,True,18
322,Tete,DEF,29,2,0.22,0.0,11.78,17.38,14.73,7.11,7.33,0.13,0.12,1.3,-0.13,-0.12,0.26,67.5,45.0,732.33,63118.17,True,19
322,Tete,DEF,30,6,0.0,0.0,9.56,17.6,15.82,6.67,7.56,0.12,0.12,1.34,-0.12,-0.12,0.44,67.5,45.0,-30.67,48317.0,False,16
342,Bogle,DEF,4,2,0.69,0.34,11.68,9.55,4.74,5.15,5.5,0.03,0.01,1.06,-0.03,-0.01,0.31,87.33,45.0,-521.0,20998.0,False,10
342,Bogle,DEF,5,4,0.51,0.26,11.51,11.1,3.99,7.41,5.88,0.04,0.01,1.01,-0.04,-0.01,0.27,88.0,45.0,-219.25,21524.5,False,20
342,Bogle,DEF,6,3,0.41,0.41,10.58,11.07,3.5,6.01,6.43,0.03,0.01,1.13,-0.03,0.2,0.11,86.8,45.0,-169.0,21937.2,True,4
342,Bogle,DEF,7,3,0.34,0.34,10.48,13.09,5.46,6.35,7.04,0.02,0.01,1.08,-0.02,0.16,0.3,87.33,45.0,-342.67,21998.67,True,18
342,Bogle,DEF,8,1,0.17,0.34,8.28,14.1,6.34,6.21,8.28,0.03,0.02,1.08,-0.03,0.15,0.64,87.0,45.0,-240.67,22499.83,False,3
342,Bogle,DEF,9,2,0.17,0.17,9.68,13.89,7.56,8.49,7.81,0.11,0.04,0.78,-0.11,0.13,0.57,88.33,45.0,388.5,23511.0,True,19
342,Bogle,DEF,10,1,0.0,0.17,8.49,16.03,7.91,9.85,8.15,0.1,0.07,0.82,-0.1,0.1,0.71,88.33,45.0,448.83,24457.17,False,6
342,Bogle,DEF,11,1,0.0,0.17,5.23,13.74,8.74,8.37,7.33,0.09,0.07,1.2,-0.09,0.11,0.72,86.0,45.0,374.67,25164.0,False,16
342,Bogle,DEF,12,0,0.0,0.0,3.09,14.43,8.78,8.24,6.87,0.09,0.07,1.36,-0.09,-0.07,0.87,87.33,45.0,-74.0,25364.33,True,2
342,Bogle,DEF,13,1,0.0,0.17,1.37,12.02,8.98,7.21,5.5,0.09,0.08,1.49,-0.09,-0.08,0.74,87.33,45.0,-81.67,25603.5,False,13
342,Bogle,DEF,14,5,0.0,0.17,0.17,9.96,9.26,7.02,3.94,0.09,0.07,1.93,-0.09,-0.07,0.47,87.67,45.0,-374.83,25469.0,True,7
342,Bogle,DEF,15,0,0.0,0.17,1.72,12.83,10.64,5.34,3.79,0.01,0.05,2.02,-0.01,0.12,0.22,87.0,45.0,-1025.0,24588.5,True,12
342,Bogle,DEF,16,2,0.0,0.34,-2.59,9.14,8.4,2.41,2.93,0.0,0.02,2.23,0.0,0.15,0.36,87.0,44.83,-956.0,23786.83,False,5
342,Bogle,DEF,17,6,0.0,0.34,1.18,12.02,11.87,3.36,3.86,0.01,0.08,1.8,-0.01,0.09,0.38,89.33,44.67,-1081.67,22876.33,True,8
342,Bogle,DEF,18,2,0.17,0.34,5.66,10.66,11.9,4.11,3.6,0.01,0.08,1.46,-0.01,0.09,0.26,87.5,44.5,-630.5,22431.83,False,17
342,Bogle,DEF,19,1,0.17,0.17,6.86,10.66,9.72,4.97,4.11,0.08,0.07,1.31,-0.08,0.1,0.24,87.5,44.33,-271.5,22386.0,False,12
342,Bogle,DEF,22,6,0.2,0.2,8.96,11.4,9.92,5.9,4.48,0.1,0.08,0.93,-0.1,0.12,0.29,73.67,44.17,-122.33,22444.67,True,10
342,Bogle,DEF,23,2,0.41,0.21,12.8,9.21,9.33,5.57,4.95,0.1,0.09,0.84,-0.1,-0.09,0.19,72.67,44.0,-235.67,22122.5,False,9
342,Bogle,DEF,24,0,0.41,0.0,15.69,10.24,11.72,7.22,5.16,0.1,0.11,0.58,-0.1,-0.11,0.04,72.67,44.0,-209.83,21803.83,True,1
342,Bogle,DEF,25,8,0.41,0.0,11.77,9.66,8.79,7.64,5.37,0.09,0.04,0.88,-0.09,-0.04,0.36,72.67,44.0,-93.83,21589.67,True,16
342,Bogle,DEF,26,4,0.2,0.0,13.09,18.64,9.95,10.87,5.84,0.22,0.04,1.04,-0.01,-0.04,0.37,74.5,44.0,-88.67,21399.17,False,7
342,Bogle,DEF,27,1,0.2,0.0,13.09,18.97,9.91,11.48,5.64,0.13,0.04,1.53,0.07,0.16,0.08,74.5,44.0,198.33,21447.5,False,2
342,Bogle,DEF,28,2,0.17,0.17,12.74,19.19,12.58,10.02,6.11,0.11,0.05,1.53,0.06,0.12,-0.0,88.33,44.0,667.83,22030.0,True,13
342,Bogle,DEF,29,2,0.0,0.17,9.26,19.58,13.11,9.43,6.51,0.11,0.1,1.82,0.06,0.07,-0.11,87.5,44.0,730.67,22889.5,True,17
342,Bogle,DEF,30,1,0.0,0.17,8.69,18.73,11.33,10.95,5.91,0.15,0.09,1.89,0.02,0.09,-0.15,86.33,44.0,1976.5,25107.5,False,8
342,Bogle,DEF,31,5,0.0,0.19,12.18,18.72,9.97,10.08,5.9,0.17,0.09,1.73,0.02,0.1,-0.59,78.83,44.0,1380.5,26638.0,True,5
342,Bogle,DEF,32,6,0.19,0.38,11.42,11.95,12.16,8.56,5.52,0.05,0.1,1.58,-0.05,0.09,-0.63,78.83,44.0,1432.33,28388.0,False,14
342,Bogle,DEF,33,6,0.19,0.38,15.41,13.93,17.98,7.8,5.9,0.05,0.27,1.23,-0.05,-0.08,-0.47,78.83,44.0,1771.5,30287.17,True,20
342,Bogle,DEF,33,1,0.38,0.19,16.55,11.8,15.53,7.8,4.95,0.05,0.26,1.06,-0.05,-0.07,-0.49,78.83,44.0,12763.17,59130.67,False,4
342,Bogle,DEF,35,5,0.41,0.2,17.27,12.15,13.84,7.92,5.49,0.05,0.21,0.8,-0.05,-0.0,-0.39,73.83,44.0,24377.83,88171.33,True,3
342,Bogle,DEF,38,2,0.4,0.2,20.8,18.0,19.26,5.4,6.0,0.01,0.26,0.69,-0.01,0.14,-0.29,75.0,44.0,24728.17,98312.83,False,19
343,Struijk,DEF,4,2,0.67,0.0,18.33,16.6,4.3,8.67,6.0,0.08,0.01,1.3,-0.08,-0.01,0.37,90.0,45.0,-527.0,38552.33,False,10
343,Struijk,DEF,5,4,0.5,0.0,15.75,16.45,3.38,6.5,6.5,0.06,0.01,1.18,-0.06,-0.01,0.32,90.0,45.0,-239.5,39935.0,False,20
343,Struijk,DEF,6,3,0.4,0.0,15.4,19.72,2.86,5.2,8.0,0.05,0.01,1.3,-0.05,-0.01,0.1,90.0,45.0,-457.8,40655.0,True,4
343,Struijk,DEF,7,1,0.33,0.0,14.33,20.33,4.15,5.33,8.67,0.06,0.01,1.22,-0.06,-0.01,0.28,90.0,45.0,-128.17,41534.5,True,18
343,Struijk,DEF,8,0,0.17,0.0,9.83,17.6,2.48,6.33,8.17,0.08,0.01,1.22,-0.08,-0.01,0.61,90.0,45.0,-96.0,43753.83,False,3
343,Struijk,DEF,11,1,0.17,0.17,10.83,18.17,3.13,5.5,8.17,0.1,0.01,0.82,-0.1,-0.01,0.52,90.0,45.0,-128.5,44887.5,False,16
343,Struijk,DEF,12,0,0.0,0.2,7.27,20.87,3.6,6.48,9.04,0.11,0.01,1.04,-0.11,-0.01,0.73,76.33,44.83,-213.67,43977.83,True,2
343,Struijk,DEF,13,3,0.0,0.39,6.48,21.26,3.71,10.22,8.65,0.13,0.01,1.18,-0.13,-0.01,0.79,76.33,44.67,-639.83,42234.67,False,13
343,Struijk,DEF,14,2,0.0,0.39,3.93,18.98,3.6,11.99,7.86,0.15,0.01,1.44,-0.15,-0.01,0.92,76.33,44.5,-676.67,40327.0,True,7
343,Struijk,DEF,15,0,0.0,0.39,3.73,17.29,1.75,11.59,7.07,0.15,0.01,1.47,-0.15,-0.01,0.7,76.33,44.17,-1049.17,37956.17,True,12
343,Struijk,DEF,16,4,0.0,0.59,3.34,18.79,3.79,9.83,7.07,0.11,0.01,1.74,-0.11,-0.01,0.62,76.33,43.83,-1187.83,35402.5,False,5
343,Struijk,DEF,17,4,0.0,0.39,6.68,23.82,7.21,8.25,9.83,0.07,0.01,1.79,-0.07,-0.01,0.37,76.33,43.5,-1552.17,32359.17,True,8
343,Struijk,DEF,18,2,0.0,0.33,7.83,22.53,6.17,15.17,10.0,0.14,0.01,1.64,-0.14,-0.01,0.19,90.0,43.33,-917.33,31636.0,False,17
343,Struijk,DEF,19,8,0.0,0.17,9.33,22.67,9.57,13.33,9.83,0.13,0.03,1.49,-0.13,-0.03,0.17,90.0,43.17,-425.67,31456.67,False,12
343,Struijk,DEF,20,8,0.17,0.17,13.67,22.9,9.6,11.83,10.0,0.11,0.03,1.3,-0.11,-0.03,-0.14,90.0,43.0,-235.5,31385.5,True,14
343,Struijk,DEF,21,2,0.17,0.17,16.67,26.97,11.28,11.83,10.5,0.09,0.05,1.41,-0.09,0.12,-0.24,90.0,43.0,254.83,31853.67,False,15
343,Struijk,DEF,22,6,0.17,0.0,15.83,28.83,9.77,12.17,11.83,0.14,0.05,1.49,-0.14,0.12,-0.16,90.0,43.0,1281.17,33381.17,True,10
343,Struijk,DEF,23,4,0.33,0.0,15.5,23.6,6.23,12.17,9.33,0.17,0.05,1.44,-0.17,0.12,-0.27,90.0,43.0,3461.17,37200.0,False,9
343,Struijk,DEF,24,2,0.33,0.0,16.33,24.5,6.28,5.33,10.0,0.09,0.06,1.28,-0.09,0.11,-0.11,90.0,43.0,3554.5,40996.0,True,1
343,Struijk,DEF,25,4,0.33,0.0,16.17,27.23,2.82,7.17,11.83,0.11,0.03,1.53,-0.11,0.14,0.14,90.0,43.0,4848.67,46088.67,True,16
343,Struijk,DEF,27,2,0.17,0.0,14.0,29.77,2.82,8.5,12.5,0.13,0.03,1.42,-0.13,0.14,0.41,90.0,43.0,6047.83,52691.83,False,2
343,Struijk,DEF,28,2,0.17,0.0,11.33,25.6,1.0,7.83,11.83,0.13,0.01,1.4,-0.13,-0.01,0.43,90.0,43.0,4605.33,56413.83,True,13
343,Struijk,DEF,29,2,0.17,0.0,13.67,24.67,2.35,6.83,10.83,0.07,0.01,1.33,-0.07,-0.01,0.0,90.0,43.0,3443.17,58978.83,True,17
343,Struijk,DEF,30,8,0.0,0.0,12.17,24.2,4.23,7.33,10.33,0.05,0.02,1.41,-0.05,-0.02,0.09,90.0,43.0,2915.33,61039.83,False,8
343,Struijk,DEF,31,5,0.17,0.0,13.33,22.8,4.13,7.0,9.5,0.04,0.01,1.42,-0.04,-0.01,-0.09,90.0,43.0,2075.5,62220.17,True,5
343,Struijk,DEF,32,2,0.34,0.17,15.56,19.86,6.63,4.57,8.46,0.04,0.04,1.13,-0.04,-0.04,-0.45,88.67,43.0,1513.0,63976.17,False,14
343,Struijk,DEF,33,7,0.34,0.17,16.24,17.46,6.65,7.27,7.44,0.06,0.04,1.13,-0.06,-0.04,-0.45,88.67,43.0,29315.0,92247.5,True,20
343,Struijk,DEF,33,3,0.51,0.17,19.79,18.07,8.41,8.63,7.61,0.09,0.04,0.98,-0.09,-0.04,-0.47,88.67,43.0,57011.5,188193.0,False,4
343,Struijk,DEF,35,1,0.51,0.17,20.13,21.92,6.61,8.29,9.64,0.09,0.04,0.88,-0.09,-0.04,-0.21,88.67,43.0,83879.0,284325.67,True,3
343,Struijk,DEF,36,1,0.51,0.34,18.61,20.0,5.08,8.12,9.3,0.08,0.03,0.83,-0.08,-0.03,-0.16,88.67,43.0,93277.33,345673.0,False,18
343,Struijk,DEF,38,1,0.36,0.36,17.2,19.99,5.34,8.69,9.05,0.1,0.04,0.93,-0.1,-0.04,-0.02,82.83,43.0,78243.0,391315.67,False,19
344,Bijol,DEF,13,1,0.0,0.0,10.0,18.69,4.0,0.69,7.93,0.0,0.0,1.87,0.0,-0.0,0.2,87.0,39.0,541.0,17043.33,False,13
344,Bijol,DEF,14,12,0.0,0.0,7.94,17.18,3.41,2.94,7.94,0.04,0.0,1.72,-0.04,-0.0,0.34,76.5,39.0,265.25,17753.75,True,7
344,Bijol,DEF,15,1,0.0,0.0,12.05,25.5,2.7,9.77,8.86,0.05,0.0,1.55,0.18,-0.0,0.27,79.2,39.0,196.6,18230.8,True,12
344,Bijol,DEF,16,2,0.0,0.0,11.74,25.51,2.43,9.2,9.0,0.04,0.0,1.58,0.15,-0.0,0.38,76.67,39.0,1165.33,20304.0,False,5
344,Bijol,DEF,17,5,0.0,0.0,10.38,24.64,0.51,9.57,8.14,0.04,0.01,1.63,0.16,-0.01,0.41,73.67,39.0,2918.83,24421.17,True,8
344,Bijol,DEF,18,2,0.0,0.0,15.07,29.08,2.46,11.2,8.96,0.04,0.06,1.32,0.16,0.14,0.31,73.67,39.0,3849.83,29130.0,False,17
344,Bijol,DEF,19,7,0.0,0.0,15.76,28.34,2.73,18.96,8.38,0.08,0.08,1.1,0.12,0.12,0.3,75.17,39.0,6151.5,37889.5,False,12
344,Bijol,DEF,20,4,0.18,0.18,19.23,28.92,2.58,18.87,8.89,0.06,0.07,1.27,0.12,0.11,-0.19,82.67,39.0,6715.0,45866.83,True,14
344,Bijol,DEF,21,3,0.18,0.18,17.06,25.4,4.48,13.61,9.44,0.04,0.09,1.39,-0.04,0.1,-0.3,82.67,39.0,7846.83,54069.17,False,15
344,Bijol,DEF,26,3,0.17,0.17,15.52,23.79,4.36,14.14,9.31,0.05,0.08,1.52,-0.05,0.26,-0.14,87.0,39.0,7618.33,61270.67,False,7
344,Bijol,DEF,27,0,0.17,0.17,13.83,22.93,4.22,14.0,9.67,0.04,0.08,1.9,-0.04,0.26,-0.4,90.0,39.0,5712.5,63061.83,False,2
344,Bijol,DEF,28,1,0.18,0.36,9.82,18.8,2.65,13.82,9.64,0.05,0.03,1.92,-0.05,0.15,-0.28,82.5,39.0,4439.83,63780.67,True,13
344,Bijol,DEF,29,1,0.22,0.44,8.6,19.24,2.8,8.82,10.81,0.02,0.02,2.17,-0.02,0.2,-0.41,68.0,39.0,1838.83,60135.33,True,17
344,Bijol,DEF,30,7,0.0,0.28,6.11,20.94,3.61,22.5,10.83,0.09,0.04,2.19,-0.09,0.23,0.03,54.0,39.0,1353.33,57064.33,False,8
344,Bijol,DEF,31,11,0.28,0.56,8.61,18.22,0.69,23.89,11.67,0.1,0.03,1.94,-0.1,0.25,0.0,54.0,39.0,44.83,53552.67,True,5
344,Bijol,DEF,32,4,0.56,0.56,16.94,23.67,3.53,23.06,13.61,0.09,0.04,1.39,-0.09,-0.04,-0.56,54.0,39.0,-642.17,49328.83,False,14
344,Bijol,DEF,33,6,0.56,0.56,19.44,25.22,3.53,24.17,13.06,0.1,0.04,0.89,-0.1,-0.04,-0.33,54.0,39.0,3714.67,53368.33,True,20
344,Bijol,DEF,33,4,0.73,0.24,24.63,24.1,5.73,22.93,11.71,0.1,0.03,0.73,-0.1,-0.03,-0.49,61.5,39.0,18751.67,88821.17,False,4
344,Bijol,DEF,35,5,0.63,0.21,22.87,25.68,4.93,19.3,12.38,0.08,0.03,0.8,-0.08,-0.03,-0.38,71.5,39.0,33915.83,124459.33,True,3
344,Bijol,DEF,36,5,0.53,0.18,21.23,26.21,5.88,6.67,11.4,0.02,0.01,0.77,-0.02,0.16,-0.25,85.5,39.0,32463.83,138973.5,False,18
344,Bijol,DEF,37,8,0.35,0.0,20.18,28.88,7.7,5.44,11.05,0.02,0.03,0.88,-0.02,0.15,-0.18,85.5,39.0,33010.67,154160.5,True,6
344,Bijol,DEF,38,1,0.35,0.0,18.6,28.14,5.86,4.74,10.7,0.02,0.02,1.33,-0.02,0.16,-0.63,85.5,39.0,34452.83,170927.5,False,19
347,Gudmundsson,DEF,4,0,0.69,0.35,17.37,20.92,20.71,6.6,7.3,0.06,0.06,1.34,-0.06,-0.06,0.4,86.33,40.0,25051.67,357064.67,False,10
347,Gudmundsson,DEF,5,4,0.52,0.26,14.44,16.4,17.48,5.42,6.45,0.04,0.06,1.21,-0.04,-0.06,0.33,87.25,40.0,61077.5,417640.25,False,20
347,Gudmundsson,DEF,6,1,0.41,0.21,13.74,17.14,15.19,5.54,7.18,0.03,0.07,1.33,-0.03,-0.07,0.1,87.8,40.0,52080.6,454886.0,True,4
347,Gudmundsson,DEF,7,1,0.34,0.17,10.38,16.47,12.76,5.95,6.98,0.03,0.06,1.24,-0.03,-0.06,0.29,88.17,40.0,58291.5,495622.83,True,18
347,Gudmundsson,DEF,8,1,0.17,0.17,5.4,13.68,8.11,3.13,7.14,0.0,0.04,1.26,0.0,-0.04,0.65,86.17,40.0,56616.83,563883.33,False,3
347,Gudmundsson,DEF,9,1,0.17,0.0,12.71,17.62,19.98,4.18,6.44,0.0,0.14,0.84,0.0,-0.14,0.55,86.17,40.0,44543.33,612300.33,True,19
347,Gudmundsson,DEF,10,1,0.0,0.0,8.61,16.8,19.37,4.49,6.74,0.0,0.16,0.84,0.0,-0.16,0.65,80.17,40.0,38762.33,654663.33,False,6
347,Gudmundsson,DEF,11,1,0.0,0.0,8.61,20.1,20.11,4.86,7.48,0.0,0.15,1.26,0.0,-0.15,0.61,80.17,40.0,1157.0,654404.0,False,16
347,Gudmundsson,DEF,12,1,0.0,0.0,6.86,18.27,19.56,5.34,6.86,0.0,0.13,1.27,-0.0,-0.13,0.83,78.67,40.0,-6259.5,649274.83,True,2
347,Gudmundsson,DEF,13,1,0.0,0.0,9.92,19.98,21.64,5.53,7.44,0.04,0.13,1.41,-0.04,-0.13,0.68,78.67,40.0,-24807.67,624518.17,False,13
347,Gudmundsson,DEF,14,4,0.0,0.0,11.28,21.43,23.6,7.59,7.37,0.05,0.15,1.58,-0.05,-0.15,0.59,69.17,40.0,-27674.33,592074.67,True,7
347,Gudmundsson,DEF,15,0,0.0,0.0,10.41,22.38,15.16,7.16,9.54,0.06,0.05,1.69,-0.06,-0.05,0.26,69.17,40.0,-29335.67,563246.0,True,12
347,Gudmundsson,DEF,16,2,0.0,0.19,7.6,20.69,16.75,6.23,8.38,0.06,0.04,1.87,-0.06,-0.04,0.47,77.0,39.83,-27021.17,537172.5,False,5
347,Gudmundsson,DEF,17,2,0.0,0.2,8.22,18.12,16.85,5.48,7.43,0.06,0.04,1.4,-0.06,-0.04,0.56,76.67,39.67,-25055.0,513570.67,True,8
347,Gudmundsson,DEF,18,2,0.0,0.19,9.21,19.42,17.29,6.52,7.1,0.13,0.1,1.35,-0.13,-0.1,0.38,78.17,39.33,-19876.67,495976.83,False,17
347,Gudmundsson,DEF,19,8,0.0,0.19,9.79,18.23,17.44,5.18,6.52,0.1,0.12,1.18,-0.1,-0.12,0.36,78.17,39.0,-12262.33,491952.83,False,12
